Movie;Month;Day;Year;Budget($M);Domestic Gross($M);Worldwide Gross($M)
Raging Bull;Nov;14;1980;18;23.380.203;23.380.203
Antwone Fisher;Dec;19;2002;12.May;21.078.145;23.367.586
Reindeer Games;Feb;25;2000;36;23.360.779;23.360.779
Hoodwinked Too: Hood vs. Evil;Apr;29;2011;30;10.143.779;23.353.111
Soul Kitchen;Aug;20;2010;4.Eyl;0.276901;23.347.469
Once;May;16;2007;0.15;9.445.857;23.324.057
Middle School: The Worst Years of My Life;Oct;7;2016;8.May;20.007.149;23.311.425
La misma luna;Mar;19;2008;1.Tem;12.590.147;23.271.741
[Rec];Jul;14;2009;2.Oca;0;23.266.821
Beasts of the Southern Wild;Jun;27;2012;1.Ağu;12.795.746;23.265.132
Before Midnight;May;24;2013;3;8.110.621;2.325.193
It Follows;Mar;13;2015;2;14.674.077;23.250.755
Hunt for the Wilderpeople;Jun;24;2016;2.May;5.205.471;2.323.822
CHiPS;Mar;24;2017;25;18.600.152;23.190.697
Stay Alive;Mar;24;2006;20;2.308.648;23.187.506
Free State of Jones;Jun;24;2016;50;20.810.036;23.151.917
Joyeux Noël;Mar;3;2006;22;1.054.361;23.134.075
The Players Club;Apr;8;1998;5;23.047.939;23.047.939
Super Troopers;Feb;15;2002;1.Şub;18.492.362;23.046.142
I Love You, Phillip Morris;Dec;3;2010;13;2.037.459;23.014.027
Aquamarine;Mar;3;2006;12;18.597.342;22.978.953
Domino;Oct;14;2005;50;10.169.202;22.969.202
La Vie d'Adèle – Chapitres 1 & 2;Oct;11;2013;May.25;2.450.504;2.293.437
Rounders;Sep;11;1998;12;22.921.898;22.921.898
Ella Enchanted;Apr;9;2004;35;22.913.677;22.913.677
The Ruins;Apr;4;2008;25;17.432.844;22.910.563
Baggage Claim;Sep;27;2013;8.May;21.569.509;22.885.836
Lola rennt;Jun;18;1999;Oca.75;7.267.324;22.879.194
The Glass House;Sep;14;2001;22;17.951.431;22.861.785
Alatriste;Dec;31;2007;28;0;22.860.477
A Perfect Getaway;Aug;7;2009;14;1.551.546;2.281.546
Le Scaphandre et le Papillon;Nov;30;2007;14;5.990.075;22.754.472
Young Adult;Dec;9;2011;12;16.311.571;22.750.356
Polisse;May;18;2012;8.Eyl;0.176988;22.744.132
The Juror;Feb;2;1996;44;22.730.924;22.730.924
Prophecy;Jun;15;1979;12;2.267.334;2.267.334
Bullet to the Head;Feb;1;2013;55;9.489.829;22.597.969
Bullet to the Head;Feb;1;2013;55;9.489.829;22.597.969
Trance;Apr;5;2013;16;2.322.593;22.594.052
Drive Me Crazy;Oct;1;1999;8;17.843.379;22.591.451
Much Ado About Nothing;May;7;1993;8;22.549.338;22.549.338
Winter's Tale;Feb;14;2014;60;12.600.231;2.246.862
City by the Sea;Sep;6;2002;40;22.433.915;22.433.915
He Got Game;May;1;1998;25;21.567.853;22.411.948
Two Can Play That Game;Sep;7;2001;13;22.235.901;2.239.145
At First Sight;Jan;15;1999;40;22.365.133;22.365.133
My Fellow Americans;Dec;20;1996;21.May;22.331.846;22.331.846
Super Size Me;May;7;2004;0.065;11.529.368;22.233.808
Waitress;May;2;2007;1.May;1.909.755;22.217.183
My Blueberry Nights;Apr;4;2008;10;0.866778;22.198.996
Race;Feb;19;2016;5;19.115.191;22.178.125
A Nightmare On Elm Street: The Dream Child;Aug;11;1989;6;22.168.359;22.168.359
The Marine;Oct;13;2006;15;18.844.784;22.165.608
Three Kingdoms: Resurrection of the Dragon;Apr;13;2010;20;0;2.213.959
Home for the Holidays;Nov;3;1995;20;17.468.887;22.119.269
The Medallion;Aug;22;2003;41;22.108.977;22.108.977
Man of the House;Feb;25;2005;50;19.699.706;22.099.706
Don Juan DeMarco;Apr;7;1995;25;22.032.635;22.032.635
The Man with the Iron Fists;Nov;2;2012;15;1.563.409;22.018.988
The Big Parade;Nov;19;1925;0.245;11;22
Joy Ride;Oct;5;2001;23;21.973.182;21.973.182
Unaccompanied Minors;Dec;8;2006;25;16.655.224;21.970.831
Feichang Xingyun;Sep;20;2013;8;0;21.97
Friday the 13th Part V: A New Beginning;Mar;22;1985;2.Şub;21.930.418;21.930.418
Flicka;Oct;20;2006;15;21.000.147;21.896.367
Just Wright;May;14;2010;12;21.540.363;21.867.665
Reno 911!: Miami;Feb;23;2007;10;20.342.161;21.851.362
Mr. 3000;Sep;17;2004;30;21.800.302;21.827.296
Melancholia;Nov;11;2011;9.Nis;3.030.848;21.817.298
Boys and Girls;Jun;16;2000;16;21.799.652;21.799.652
Little Voice;Dec;4;1998;6;4.595;21.787.233
Live by Night;Dec;25;2016;65;10.378.555;21.778.555
Little Black Book;Aug;6;2004;30;20.422.207;21.758.371
Exodus;Dec;15;1960;4;21.75;21.75
Friday the 13th Part 2;Apr;30;1981;Oca.25;21.722.776;21.722.776
White Oleander;Oct;11;2002;16;1.635.777;2.165.777
Doomsday;Mar;14;2008;33;1.100.877;21.621.188
Over Her Dead Body;Feb;1;2008;10;7.570.127;21.596.074
Wicker Park;Sep;3;2004;30;13.001.257;21.577.076
Black or White;Jan;30;2015;9;21.571.189;21.571.189
The Rum Diary;Oct;28;2011;45;13.109.815;21.544.732
Army of Darkness;Feb;19;1993;11;11.502.976;21.502.976
The Right Stuff;Oct;21;1983;27;21.May;21.May
Quigley Down Under;Oct;19;1990;20;21.413.105;21.413.105
Our Family Wedding;Mar;12;2010;14;20.255.281;21.410.546
Arn - Tempelriddaren;Dec;31;2007;16.May;0;21.404.122
The Fog;Feb;1;1980;1;21.378.361;21.378.361
Center Stage;May;12;2000;18;17.200.925;21.361.109
Die Unendliche Geschichte;Jul;20;1984;27;21.Mar;21.Mar
The Apostle;Dec;17;1997;5;20.733.485;2.127.777
Buried;Sep;24;2010;198.765;1.044.143;2.127.029
New York Minute;May;7;2004;40;14.018.364;21.215.882
A Haunted House 2;Apr;18;2014;4;17.329.487;21.206.861
The Guard;Jul;29;2011;6;5.359.774;21.197.454
Raising Cain;Aug;7;1992;11;21.171.695;21.171.695
ATL;Mar;31;2006;17;21.170.563;21.170.563
A Nightmare on Elm Street Part 2: Freddy's Revenge;Nov;1;1985;3;21.163.999;21.163.999
Stir of Echoes;Sep;10;1999;12;21.133.087;21.133.087
Very Bad Things;Nov;25;1998;10;994.947;21.094.974
Tales from the Crypt: Demon Knight;Jan;13;1995;12;21.089.146;21.089.146
Cat People;Apr;2;1982;12.May;7;21
A Room with a View;Mar;7;1986;3;20.966.644;20.966.644
La Guerre du feu;Feb;12;1982;12.May;20.959.585;20.959.585
The Devil's Rejects;Jul;22;2005;7;17.044.981;20.940.428
Red Dog;Dec;31;2011;9.Oca;0;20.927.794
Only the Brave;Oct;20;2017;38;18.340.051;20.921.459
Khumba;Dec;6;2013;15;0;20.898.221
Amores Perros;Mar;30;2001;2;5.383.834;20.883.834
Super Mario Bros.;May;28;1993;42;20.844.907;20.844.907
The Postman;Dec;25;1997;80;17.650.704;20.841.123
Rock Dog;Feb;24;2017;60;9.420.546;20.830.546
Georgia Rule;May;11;2007;20;1.888.288;20.819.601
A Thousand Words;Mar;9;2012;40;18.450.127;20.790.486
Left Behind;Oct;3;2014;16;14.019.924;20.769.209
The Dead Zone;Oct;21;1983;10;20.766;20.766
Fifty Shades of Black;Jan;29;2016;5;1.168.694;20.765.353
Wish Upon;Jul;14;2017;12;14.301.505;20.743.742
Boys Don't Cry;Oct;8;1999;2;11.540.607;20.741
Alex Rider: Operation Stormbreaker;Oct;13;2006;40;0.65921;2.072.245
Eurotrip;Feb;20;2004;25;17.718.223;20.718.223
Best in Show;Sep;27;2000;6;18.621.249;20.695.413
Keanu;Apr;29;2016;15;20.591.853;20.688.141
The Man From Snowy River;Nov;3;1982;5;20.659.423;20.659.423
Dead Silence;Mar;16;2007;20;1.657.459;20.614.661
Walk Hard: The Dewey Cox Story;Dec;21;2007;35;18.317.151;20.606.053
A Christmas Story;Nov;18;1983;Mar.25;20.605.209;20.605.209
Country Strong;Dec;22;2010;15;20.218.921;20.601.987
Bobby;Nov;17;2006;14;11.242.801;20.597.806
Father Figures;Dec;22;2017;25;17.501.244;20.597.799
The Last Castle;Oct;19;2001;60;18.208.078;20.541.668
Easy Virtue;May;22;2009;14;2.656.784;20.537.741
My Life in Ruins;Jun;5;2009;17;8.677.425;20.477.425
The Nutcracker in 3D;Nov;24;2010;90;0.195459;20.466.016
Margin Call;Oct;21;2011;3.Nis;5.353.586;20.433.227
The Adventures of Ford Fairlane;Jul;11;1990;49;20.423.389;20.423.389
Shame;Dec;2;2011;6.May;4.002.293;20.412.841
Kids;Jul;21;1995;1.May;7.412.216;20.412.216
Duel in the Sun;Dec;31;1946;6;20.Nis;20.Nis
F.I.S.T;Apr;13;1978;11;2.038.892;2.038.892
Valentine;Feb;2;2001;10;20.384.136;20.384.136
The Namesake;Mar;9;2007;8.May;13.610.521;20.288.774
City Hall;Feb;16;1996;40;20.278.055;20.278.055
Vampires;Oct;30;1998;20;20.268.825;20.268.825
Action Jackson;Feb;12;1988;7;20.257;20.257
Die Fälscher;Feb;22;2008;Haz.25;548.857;20.199.663
Hodejegerne;Apr;27;2012;May.25;120.001;2.018.874
Barry Lyndon;Jan;1;1975;11;20;20.169.934
Beerfest;Aug;25;2006;17.May;19.185.184;20.159.316
Serving Sara;Aug;23;2002;29;16.930.185;2.014.615
Multiplicity;Jul;17;1996;45;20.133.326;20.133.326
Love and Death;Jun;10;1975;3;20.123.742;20.123.742
Nanjing! Nanjing!;Nov;7;2009;12;0.122558;20.122.558
Legends of Oz: Dorothy’s Return;May;9;2014;70;8.462.347;20.107.933
Reign Over Me;Mar;23;2007;20;19.661.987;20.081.987
Blindness;Oct;3;2008;25;3.073.392;20.052.958
Creepshow;Nov;10;1982;8;20.036.244;20.036.244
Down to You;Jan;21;2000;9;2.003.531;2.003.531
I Heart Huckabees;Oct;1;2004;22;12.784.713;20.034.713
Life of Brian;Aug;17;1979;4;20.008.693;20.008.693
Another Year;Dec;29;2010;8;3.205.706;20.005.613
The Kentucky Fried Movie;Aug;10;1977;0.6;15;20
Frailty;Apr;12;2002;11;13.110.448;1.994.728
crazy/beautiful;Jun;29;2001;13;16.929.123;19.929.123
Un Prophète;Feb;26;2010;13;208.772;19.910.624
Fled;Jul;19;1996;30;17.192.205;19.892.205
Caché;Dec;23;2005;8;3.647.381;19.891.331
Hard Rain;Jan;16;1998;70;19.870.567;19.870.567
Get Over It;Mar;9;2001;10;11.560.259;19.860.259
Amelia;Oct;23;2009;40;14.279.575;19.756.077
Young Sherlock Holmes;Dec;4;1985;18;19.739;19.739
Summer Catch;Aug;24;2001;17;19.693.891;19.693.891
Youth in Revolt;Jan;8;2010;18;15.285.588;19.685.588
Blackhat;Jan;16;2015;70;800.598;19.665.004
Vampire in Brooklyn;Oct;27;1995;14;19.637.147;19.637.147
Nighthawks;Apr;10;1981;5;14.Haz;19.Haz
Dead Man Down;Mar;8;2013;30;10.895.295;19.599.974
Heavy Metal;Aug;7;1981;9.Mar;19.571.091;19.571.091
Before I Go to Sleep;Oct;31;2014;22;3.242.457;19.563.579
The Perfect Man;Jun;17;2005;10;16.535.005;19.535.005
Friday the 13th Part VI: Jason Lives;Aug;1;1986;3;19.472.057;19.472.057
The Light Between Oceans;Sep;2;2016;20;12.545.979;1.945.078
House Party 2;Oct;23;1991;5;19.438.638;19.438.638
Doug's 1st Movie;Mar;26;1999;5;19.421.271;19.421.271
Get Carter;Oct;6;2000;40;14.967.182;19.417.182
Tuck Everlasting;Oct;11;2002;15;19.161.999;19.344.615
Rock Star;Sep;7;2001;38;16.991.902;19.317.765
Summer of Sam;Jul;2;1999;22;1.928.813;1.928.813
2046;Aug;5;2005;12;1.442.338;19.287.485
Bandidas;Sep;22;2006;35;0;1.928.259
Half Past Dead;Nov;15;2002;25;1.556.786;1.923.328
Martin Lawrence Live: RunTelDat;Aug;2;2002;3;1.918.482;1.918.482
The Visitor;Apr;11;2008;4;9.427.026;19.174.817
Friday the 13th Part VII: The New Blood;May;13;1988;2.Ağu;19.170.001;19.170.001
A Mighty Heart;Jun;22;2007;15;9.176.787;19.153.568
Vanity Fair;Sep;1;2004;23;16.123.851;19.123.851
Capitalism: A Love Story;Sep;23;2009;20;14.363.397;19.121.531
Rushmore;Dec;11;1998;10;17.105.219;19.080.435
The Drop;Sep;12;2014;12.Haz;10.724.389;19.054.534
The Replacement Killers;Feb;6;1998;30;19.035.741;19.035.741
Disturbing Behavior;Jul;24;1998;15;17.507.368;19.014.238
The Boys from Brazil;Jan;1;1978;12;19;19
The World's Fastest Indian;Dec;7;2005;25;5.128.124;18.991.288
Akeelah and the Bee;Apr;28;2006;8;1.884.843;18.959.424
Whip It;Oct;2;2009;15;13.077.184;18.889.972
Mine Vaganti;Dec;31;2010;9.Oca;0;18.872.126
See No Evil;May;19;2006;8;150.328;18.828.036
Under the Rainbow;Jul;31;1981;20;1.882.649;1.882.649
The Edge of Seventeen;Nov;18;2016;9;14.431.633;18.802.255
The Merchant of Venice;Dec;29;2004;30;3.765.585;18.765.585
Admission;Mar;22;2013;13;18.007.317;18.733.666
Jûsan-nin no shikaku;Apr;29;2011;6;0.802778;1.872.744
Housefull;Apr;30;2010;10.Oca;1.183.658;187.263
3000 Miles to Graceland;Feb;23;2001;62;15.738.632;18.708.848
Waiting...;Oct;7;2005;1.125;16.124.543;18.673.274
Anywhere But Here;Nov;12;1999;23;18.653.615;18.653.615
Michael Jordan to the MAX;May;5;2000;7;18.642.318;18.642.318
Fired Up;Feb;20;2009;20;17.231.291;1.860.857
The Fan;Aug;16;1996;55;18.582.965;18.582.965
The Fan;Aug;16;1996;55;18.582.965;18.582.965
The Quick and the Dead;Feb;10;1995;32;1.855.246;1.855.246
An Unfinished Life;Sep;9;2005;30;8.535.575;18.535.575
[Rec] 2;Jul;9;2010;5.Haz;0.027766;18.527.766
De-Lovely;Jun;25;2004;15;13.337.299;18.524.496
Cutthroat Island;Dec;22;1995;92;10.017.322;18.517.322
A Mighty Wind;Apr;16;2003;6;17.583.468;18.504.539
The Curse of the Jade Scorpion;Aug;24;2001;26;7.496.522;18.496.522
Empire;Dec;6;2002;3.May;17.504.595;18.495.444
Sugar Hill;Feb;25;1994;10;18.272.447;18.423.914
Ladyhawke;Apr;12;1985;20;18.Nis;18.Nis
Sabotage;Mar;28;2014;35;10.508.518;18.376.443
Sleeper;Dec;17;1973;2;18.344.729;18.344.729
The Infiltrator;Jul;13;2016;47.5;15.436.808;18.329.653
Simon Birch;Sep;11;1998;20;18.253.415;18.310.591
Jagten;May;17;2013;Mar.45;0.687185;18.309.793
The Founder;Jan;20;2017;15;12.786.243;18.301.418
Machete Kills;Oct;11;2013;20;8.008.161;18.273.009
Eye of the Beholder;Jan;28;2000;15;16.500.786;18.260.865
Loser;Jul;21;2000;20;15.464.026;18.250.106
Harold & Kumar Go to White Castle;Jul;30;2004;9;18.225.165;18.225.165
Daddy Day Camp;Aug;8;2007;6;13.235.267;18.209.872
Repo Men;Mar;19;2010;32;13.942.007;18.195.238
Dope;Jun;19;2015;7;1.750.647;18.190.831
All the Pretty Horses;Dec;22;2000;45;15.527.125;18.120.267
Last Man Standing;Sep;20;1996;67;18.115.927;18.115.927
Friends with Money;Apr;7;2006;6.May;13.368.437;18.110.152
Wes Craven's New Nightmare;Oct;14;1994;8;18.090.181;18.090.181
The Lobster;Mar;25;2016;4.May;9.196.278;18.053.914
Everything You Always Wanted to Know;Aug;11;1972;2;1.801.629;1.801.629
The Howling;Apr;10;1981;1;17.985;17.985
Stolen;Sep;14;2012;35;0.289773;17.967.746
Antitrust;Jan;12;2001;30;10.965.209;17.865.209
Brothers;Aug;14;2015;13;0.656688;17.856.688
City of Ember;Oct;10;2008;38;7.873.007;17.831.558
School for Scoundrels;Sep;29;2006;20;17.807.569;17.807.569
The Contender;Oct;13;2000;9;17.804.273;17.804.273
Halloween 4: The Return of Michael Myers;Oct;1;1988;5;17.768.757;17.768.757
And So It Goes;Jul;25;2014;18;15.160.801;17.762.041
The Rage: Carrie 2;Mar;12;1999;21;17.760.244;17.760.244
The Oxford Murders;Aug;6;2010;10;0.004803;17.704.131
Little Boy;Apr;24;2015;20;6.485.961;17.684.355
Kit Kittredge: An American Girl;Jun;20;2008;10;17.657.973;17.657.973
Swing Vote;Aug;1;2008;21;16.289.867;17.589.867
Cat on a Hot Tin Roof;Sep;20;1958;3;17.570.324;17.570.324
Mommy;Jan;23;2015;4.Eyl;3.498.695;175.611
Adventureland;Apr;3;2009;9.Ağu;16.044.025;17.553.055
Fruitvale Station;Jul;12;2013;0.9;16.098.998;17.549.645
Invasion U.S.A.;Sep;27;1985;10;17.536.256;17.536.256
Addicted;Oct;10;2014;5;1.739.077;17.499.242
Rebound;Jul;1;2005;45;16.809.014;17.492.014
Beneath the Planet of the Apes;May;26;1970;3;17.489.009;17.489.009
Rachel Getting Married;Oct;3;2008;12;12.796.861;17.475.475
Glee: The 3D Concert Movie;Aug;12;2011;9;11.862.398;17.462.398
Kinsey;Nov;12;2004;11;10.214.647;17.443.529
Roll Bounce;Sep;23;2005;10;17.380.866;17.433.072
A Guy Thing;Jan;17;2003;20;15.543.862;17.430.594
Les Triplettes de Belleville;Nov;26;2003;2;7.301.288;17.403.168
Half Baked;Jan;16;1998;8;17.394.881;17.394.881
It Comes at Night;Jun;9;2017;5;13.985.117;173.871
Extreme Measures;Sep;27;1996;38;17.378.193;17.378.193
Sunshine Cleaning;Mar;13;2009;5;12.062.558;17.329.337
My Baby's Daddy;Jan;9;2004;12;17.321.573;17.322.212
12 Rounds;Mar;27;2009;20;12.234.694;17.306.648
The Matador;Dec;30;2005;10;12.589.255;17.300.838
Max Keeble's Big Move;Oct;5;2001;12;17.292.381;17.292.381
Dolphins and Whales Tribes of the Ocean 3D;Feb;15;2008;6;7.714.996;17.252.287
A Few Best Men;May;5;2015;15;0;17.224.539
The Phantom;Jun;7;1996;45;17.220.599;17.220.599
Bright Star;Sep;17;2009;8.May;4.444.637;17.220.091
Hudson Hawk;May;24;1991;65;17.218.916;17.218.916
Hit & Run;Aug;22;2012;22;137.493;17.216.955
Election;Apr;23;1999;8.May;14.943.582;17.202.854
Kites;May;21;2010;9.Şub;1.685.269;17.155.193
Kung Pow: Enter the Fist;Jan;25;2002;10;16.033.556;17.033.556
Pandorum;Sep;25;2009;40;10.330.853;17.033.431
Somewhere;Dec;22;2010;7;1.785.645;17.023.121
Central do Brasil;Nov;20;1998;2.Eyl;5.969.553;17.006.158
House of 1,000 Corpses;Apr;11;2003;7;12.634.962;17.005.466
Kingdom of the Spiders;Jan;1;1977;0.5;17;17
The Country Bears;Jul;26;2002;20;16.988.996;16.988.996
Win a Date with Tad Hamilton!;Jan;23;2004;24;16.980.098;16.980.098
Catch That Kid;Feb;6;2004;18;16.703.799;16.959.614
Jason X;Apr;26;2002;14;13.121.555;16.951.798
Godsend;Apr;30;2004;30;14.334.645;16.910.708
Death Sentence;Aug;31;2007;20;9.534.258;16.907.831
Rabbit-Proof Fence;Nov;29;2002;7;61.996;16.866.928
The Birth of a Nation;Oct;7;2016;10;15.861.566;16.847.879
Femme Fatale;Nov;6;2002;35;6.630.252;16.830.252
Kiss Kiss, Bang Bang;Oct;21;2005;15;4.235.837;16.829.464
54;Aug;28;1998;13;16.757.163;16.757.163
My Soul to Take;Oct;8;2010;25;14.744.435;1.672.747
Battle of the Year;Sep;20;2013;20;8.888.355;16.723.377
Tremors;Jan;19;1990;10;16.667.084;16.667.084
Bringing Out The Dead;Oct;22;1999;32;1.664.021;1.664.021
Digimon: The Movie;Oct;6;2000;5;9.628.751;16.628.751
Paparazzi;Sep;3;2004;20;15.712.072;16.612.072
Silent House;Mar;9;2012;2;12.739.737;1.661.076
The Good Girl;Aug;7;2002;8;14.018.296;16.585.503
Baby's Day Out;Jul;1;1994;50;16.581.575;16.581.575
Blue Valentine;Dec;29;2010;1;9.737.892;1.656.624
Mindhunters;May;13;2005;27;4.476.235;16.566.235
Transamerica;Jan;20;2006;1;9.015.303;16.553.163
Original Sin;Aug;3;2001;26;1.652.141;1.652.141
Sea Rex 3D: Journey to a Prehistoric World;May;28;2010;5;6.096.582;16.515.203
American Dreamz;Apr;21;2006;17;7.314.027;16.510.971
Der Baader Meinhof Komplex;Aug;21;2009;19.Tem;0.47627;16.498.827
The Powerpuff Girls;Jul;3;2002;25;11.411.644;16.425.701
I Love You, Beth Cooper;Jul;10;2009;18;14.800.725;16.382.538
The Words;Sep;7;2012;6;11.494.838;16.369.708
Two Lovers;Feb;13;2009;12;3.149.034;16.349.034
A Simple Plan;Dec;11;1998;17;16.316.273;16.316.273
Pride and Prejudice and Zombies;Feb;5;2016;28;10.907.291;16.311.335
Muppets From Space;Jul;14;1999;24;16.304.786;16.304.786
Howard the Duck;Aug;1;1986;30;16.295.774;16.295.774
Black Christmas;Dec;5;2006;9;16.235.738;16.235.738
Imagine That;Jun;12;2009;55;16.222.392;16.222.392
Imagine That;Jun;12;2009;55;16.222.392;16.222.392
Forever My Girl;Jan;19;2018;3.May;16.212.773;16.212.773
The Emperor's Club;Nov;22;2002;12.May;1.406.095;16.193.713
Shine a Light;Apr;4;2008;1;5.505.267;16.173.879
Paranoia;Aug;16;2013;40;7.388.654;16.173.593
Just Visiting;Apr;6;2001;40;4.777.007;161.722
House of Sand and Fog;Dec;19;2003;16.May;13.005.485;16.157.923
Mo' Better Blues;Aug;3;1990;10;16.153;16.153
Silence;Dec;23;2016;46.5;7.100.177;16.152.151
Flirting with Disaster;Mar;22;1996;7;14.853.474;1.614.918
Wes Craven Presents: They;Nov;27;2002;17;12.840.842;16.140.842
Winter's Bone;Jun;11;2010;2;6.531.503;16.131.551
Bright Lights, Big City;Apr;1;1988;25;16.118.077;16.118.077
Incendies;Sep;17;2010;6.Ağu;6.857.096;16.038.343
O (Othello);Aug;31;2001;5;16.017.403;16.017.403
The Ice Storm;Sep;26;1997;18;8.038.061;16.011.975
Drowning Mona;Mar;3;2000;16;15.427.192;15.980.376
Cry Wolf;Sep;16;2005;1;10.047.674;15.943.081
Jason Goes to Hell: The Final Friday;Aug;13;1993;3;15.935.068;15.935.068
Thomas and the Magic Railroad;Jul;26;2000;19;15.911.332;15.911.332
The Conspirator;Apr;15;2011;25;11.538.204;15.907.411
Haevnen;Apr;1;2011;5.May;1.008.098;15.867.314
Extraordinary Measures;Jan;22;2010;31;12.482.741;15.826.984
Anonymous;Oct;28;2011;27.May;4.463.292;15.815.509
Jaws 4: The Revenge;Jul;17;1987;23;15.728.335;15.728.335
The Island;Jun;13;1980;22;15.716.828;15.716.828
High Plains Drifter;Aug;22;1973;5.May;15.Tem;15.Tem
The Last Station;Jan;15;2010;18;6.617.867;15.696.146
Larry the Cable Guy: Health Inspector;Mar;24;2006;17;15.680.099;15.680.099
Unforgettable;Apr;21;2017;12;11.368.012;15.668.012
Made in Dagenham;Nov;19;2010;8;1.095.369;15.644.196
Ulee's Gold;Jun;13;1997;2.Tem;9.054.736;15.Haz
Scouts Guide to the Zombie Apocalypse;Oct;30;2015;15;3.703.046;15.554.855
My Boss's Daughter;Aug;22;2003;14;15.549.702;15.549.702
Shanghai;Oct;2;2015;50;0.046425;15.505.922
The Greatest Story Ever Told;Feb;15;1965;20;15.473.333;15.473.333
Bait;Sep;15;2000;35;15.325.127;15.471.969
In Too Deep;Aug;25;1999;7;14.026.509;15.471.229
The Greatest Game Ever Played;Sep;30;2005;25;15.331.289;15.468.266
The Weather Man;Oct;28;2005;20;12.482.775;15.466.961
The Fountain;Nov;22;2006;35;1.014.401;15.461.638
The Jacket;Mar;4;2005;28.May;6.301.131;15.452.978
Out of the Furnace;Dec;4;2013;22;11.330.849;15.434.375
Touching the Void;Jan;23;2004;2;4.593.598;15.396.525
Alex & Emma;Jun;20;2003;30;14.208.384;15.358.583
The Haunting of Molly Hartley;Oct;31;2008;5;13.442.412;15.318.257
The Assassination of Jesse James by the Coward Robert Ford;Sep;21;2007;30;3.909.149;15.313.631
Ida;May;2;2014;2.Haz;382.706;15.298.355
The Goods: Live Hard, Sell Hard;Aug;14;2009;10;15.122.676;15.297.318
Snezhnaya koroleva;Jan;28;2014;7;0;1.520.633
Sweet Sweetback's Baad Asssss Song;Jan;1;1971;0.15;15.Şub;15.Şub
The Long Riders;May;16;1980;10;15.198.912;15.198.912
Thinner;Oct;25;1996;14;15.171.475;15.171.475
The Corruptor;Mar;12;1999;10;15.164.492;15.164.492
Chasing Amy;Apr;4;1997;0.25;12.006.514;15.155.095
Iris;Dec;14;2001;5.May;5.580.479;15.155.021
La science des rêves;Sep;22;2006;6;4.670.644;15.137.932
Firestarter;May;11;1984;15;1.513.687;1.513.687
Io sono l’amore;Jun;18;2010;10;5.005.465;15.132.211
Halloween: The Curse of Michael Myers;Sep;29;1995;5;15.126.948;15.126.948
The Painted Veil;Dec;20;2006;19.Nis;8.060.487;15.118.795
Dead Man on Campus;Aug;21;1998;14;15.064.948;15.064.948
Twilight;Mar;6;1998;20;15.055.091;15.055.091
The Reef;Dec;31;2010;10;0;15.037.867
Haakon Haakonsen;Mar;1;1991;8.May;15.024.232;15.024.232
Spaced Invaders;Apr;27;1990;3;15;15
The Front Page;Dec;17;1974;4;15;15
The Egyptian;Jan;1;1954;5;15;15
Obitaemyy ostrov;Dec;31;2009;36.5;0;15
The Vatican Tapes;Jul;24;2015;13;1.784.763;14.999.638
Solaris;Nov;27;2002;47;14.970.038;14.970.038
Kiss of Death;Apr;21;1995;40;14.942.422;14.942.422
The Hudsucker Proxy;Mar;11;1994;40;2.816.518;14.938.149
